wmeanwstdw"skew"wkurt
42w125.20489501953125w31.608983305976746w-1.1858832700156519w1.9041280573369552
43w118.823974609375w28.082095037523114w-0.899893328208519w0.33594872771160844
44w145.8466796875w11.051357691646981w-1.4443208105431637w3.534806753072792
45w126.90606689453125w30.40634533040345w-1.3977530359176635w2.7114080268092295
46w118.05657958984375w28.121689670800464w-0.7996667054668373w0.33834971469187813
47w145.70672607421875w12.494119519652509w-0.22993283332862716w5.052720257668
48w125.06903076171875w30.00518066135733w-1.4532645142679115w2.8522846066533387
49w119.09722900390625w28.86317229022546w-0.7571529245498747w0.4589585522659618
50w145.545166015625w13.787769237620164w0.42129276439622143w5.573588418119206
51w122.54766845703125w29.769661188436665w-1.4746109466211355w2.734026328699388
52w119.35791015625w30.019075925470105w-0.6953639349154213w0.4959435305898068
53w145.267333984375w14.812529849383527w0.743127899254939w5.4069912108543186
54w120.193603515625w29.75988455593854w-1.4322784033043847w2.378572627565489
55w119.68646240234375w30.849911597232026w-0.6323094001679607w0.6089883583439741
56w145.080810546875w15.596427499392801w0.8791722851693928w4.9054245505698635
57w120.7794189453125w29.93831255689098w-1.4572393519948916w2.409302325632719
58w118.5323486328125w31.707579839104174w-0.5582545471923299w0.629662705402362
59w144.95098876953125w16.22574985729223w0.9329367981131648w4.388307995888606
60w124.26263427734375w29.16297459357484w-1.5312830351073974w3.3693688214615025
61w115.3753662109375w33.48767493707754w-0.4320293601038652w0.2919597662387692
62w144.5968017578125w16.855157910590346w0.8563559892390514w3.8951834948789057
63w126.00054931640625w29.89769836285825w-1.5028977993586872w3.2698599834830353
64w116.8299560546875w33.41960780769524w-0.35738886381690016w0.13682437992078
65w142.4808349609375w21.42268545836221w-0.8807347293889461w7.501390660208687
66w126.30902099609375w30.460532015434268w-1.46137801435063w3.1341901585792544
67w119.851318359375w32.226114896517274w-0.2182789158862265w-0.2391053583228917
68w139.08575439453125w27.56220347564963w-1.5964159578722283w6.223362604824898
69w126.024658203125w30.532359745734013w-1.4577854582245882w3.0700983678598806
70w120.86627197265625w33.10647517883068w-0.339111349974619w-0.11622028890507252
71w136.07257080078125w30.99218772551074w-1.4798706525870864w4.068973131739927
72w125.65057373046875w30.646723557527448w-1.4534313495036488w3.0007767162298493
73w120.01129150390625w34.30413655051078w-0.41257721984146406w-0.2148597897581066
74w134.5040283203125w31.929144810903797w-1.424777914749073w3.430639021902213
75w125.076904296875w30.961198404851636w-1.4601698244184718w2.778824607986101
76w118.588623046875w35.24412062713716w-0.4585931765642454w-0.2994306780563578
77w133.4359130859375w32.26675793676072w-1.4277997118675236w3.2242829939640854
78w124.8287353515625w31.182160504034226w-1.4695712778180055w2.6021939706397963
79w116.67236328125w36.130616206494615w-0.48151021635944w-0.38374254040793154
80w132.64117431640625w32.00958115869886w-1.4718886048600786w3.265964846225789
81w125.3203125w31.274610525230408w-1.4779925317610887w2.5321121336861485
82w115.6087646484375w35.602528309928175w-0.48226059387852427w-0.4912569213265714
83w131.8734130859375w31.55876893811723w-1.5779559332908795w3.4540536255911714
84w126.54754638671875w31.58391378412071w-1.467061022954876w2.4518919426856995
85w116.664306640625w34.359025255741116w-0.5422591020573968w-0.44024179078175596
86w131.408447265625w30.671560006473303w-1.7648219962698146w3.8404683696013158
87w127.81011962890625w31.69602876971863w-1.5033452505614742w2.5041681095928445
88w118.351318359375w33.94457263787981w-0.6503416554875634w-0.25957049189375025
89w131.14154052734375w29.607042850626826w-2.0160787844419583w4.297574345059477
90w128.53985595703125w31.57599979881686w-1.566142625741627w2.6422864712652854
91w120.30987548828125w33.53170700403618w-0.7164893233923413w-0.13624310095239967
92w131.38739013671875w29.06491610856406w-2.1708616845179236w4.705985112103374
93w129.2452392578125w31.410143595887675w-1.6558865091827508w2.855669171803934
94w121.192138671875w34.2177047489288w-0.7604106089685276w-0.09974395303099692
95w132.38677978515625w29.086561784633275w-2.263248805410378w5.086365969911501
96w129.87249755859375w31.07199509473802w-1.7587954695190713w3.111483635982569
97w121.04498291015625w35.65154993450381w-0.784311171100331w-0.116167238896288
98w133.52642822265625w29.13367390237149w-2.354983923923101w5.483220204601745
99w130.06793212890625w30.56904152761449w-1.840540447615894w3.3581600066044603
100w120.24859619140625w37.192567730792604w-0.789114001328456w-0.12782011407493998
101w134.46624755859375w29.18702448891886w-2.4076780151749837w5.709719386497616
102w130.84637451171875w29.901017121811744w-1.975260067787421w3.89602315204135
103w120.2489013671875w36.87186867243397w-0.829330003528975w-0.02444035430734326
104w135.12310791015625w29.275898500412985w-2.465728758085593w5.94844915488461
105w132.41265869140625w28.336237932830993w-2.20224477469372w5.133209889077932
106w119.64825439453125w36.10504208519037w-0.8206456417925578w-0.007883463757338838
107w135.745849609375w29.263585331685483w-2.5240676828203976w6.214672932774638
108w134.32977294921875w24.94399909418945w-2.364778718417353w6.696832791097153
109w118.8685302734375w35.67056536710004w-0.7784302216150266w-0.06411359812130968
110w135.97027587890625w29.060329458493086w-2.535353612764674w6.295435000245508
111w136.19927978515625w21.111563730477982w-2.3243950350372233w7.57835204571998
112w119.3817138671875w35.09869653610397w-0.7824049231238976w-0.03463261247208527
113w135.59686279296875w28.828149708834257w-2.5252359013326715w6.222775237974753
114w137.5211181640625w18.222412577811113w-1.9969468220186122w6.59592439635084
115w119.804443359375w34.98404641289523w-0.7743847790095182w0.04057230430335812
116w134.41064453125w29.45651595815352w-2.294016172531104w5.046363961843843
117w137.5501708984375w17.99357410295249w-1.827043633893207w5.192959058197474
118w120.85052490234375w34.547235806810086w-0.8032058085786471w0.08937534023615124
119w133.47088623046875w30.175478277424432w-2.068905302849225w4.144955425851387
120w137.43084716796875w18.441107506396182w-2.1141057314137366w6.86336154460589
121w122.23504638671875w34.19335800018925w-0.8894074847631118w0.34592289286581535
122w133.86651611328125w29.53046369553572w-2.102013306451246w4.448017025685651
123w136.87725830078125w19.703828805258688w-2.4459925830489393w8.583373457849884
124w122.86920166015625w33.34146397130158w-0.9958528869485501w0.4528619893621135
125w133.42913818359375w29.04269445223129w-2.019913477836576w4.179135253154431
126w135.1619873046875w21.53507064954594w-2.3000111896253665w6.8062264845095
127w123.9090576171875w32.88017723193925w-1.1504121894729031w0.6541279179593147
128w130.0526123046875w31.128450749819695w-1.5040646942949314w2.0658326773112585
129w133.493408203125w23.132268164605737w-2.1363123641646w5.240846490934839
130w124.97454833984375w32.010741409179914w-1.2585725134089103w0.9552660771422046
131w127.34405517578125w35.74339320979701w-0.8416505314287358w0.4627645577016479
132w131.2640380859375w24.74891278576519w-2.031708734709448w4.200245955753104
133w126.32476806640625w31.182614128088066w-1.39151686267679w1.3970853009322473
134w126.03472900390625w40.55436610096968w-0.3625556457909936w-0.09645682458374427
135w129.116455078125w25.51269060014023w-1.9122533748608694w3.3463698887446127
136w127.69073486328125w30.25762336683649w-1.518038209549508w1.8529857403734096
137w123.002197265625w42.59982436304856w-0.28397754652067825w-0.21919129284808792
138w128.1341552734375w25.02643066821608w-1.966914043819336w3.4918939390012
139w129.51544189453125w29.652287249381978w-1.654644199324527w2.415902722139775
140w121.27093505859375w44.046122829281884w-0.19048114727874793w-0.19327662703203563
141w127.68621826171875w24.62058279155633w-2.0432203638540085w3.7777083878331648
142w132.064697265625w28.63286607037733w-1.83945524247244w3.4910936473491323
143w122.96319580078125w45.4697958893658w-0.18879660200246481w-0.23290213520744896
144w127.34881591796875w24.56390504497079w-2.0833500378296144w3.942390198766993
145w133.997314453125w27.022399756839548w-1.9733056017316022w4.822955872095374
146w126.40789794921875w46.64018682074847w-0.40624680733624247w-0.40940788219054536
147w127.184814453125w24.769077402589026w-2.103752689164517w3.9980220101562804
148w136.7962646484375w26.511104655370477w-1.7505295952199056w5.132956941939451
149w128.1644287109375w45.29403488170139w-0.6050889679626044w-0.14067688430426317
150w127.03582763671875w25.006018892350898w-2.11755716542809w4.006318971119706
151w139.391357421875w29.031442831962522w-1.1747231893520838w3.6707622822250214
152w127.79150390625w43.54033433487601w-0.7740203546185105w-0.06095635269127664
153w127.04913330078125w25.14402079191262w-2.141638299525568w4.090332501569096
154w139.09332275390625w28.858830553720594w-0.9405508167107165w2.5184098591958786
155w132.7689208984375w41.36050083584014w-0.9898425624252343w0.42014414808406997
156w127.2843017578125w25.48392132568938w-2.1793765729378944w4.187650906024393
157w136.3521728515625w32.50239283576592w-0.9755361720237337w1.5199836139989933
158w137.65740966796875w36.67436566954365w-1.1926281868385349w1.408368697011301
159w127.1068115234375w25.99801273263294w-2.1962430949233975w4.2096445518214285
160w132.464599609375w38.94076331475103w-0.9225404903472575w0.6963594731197333
161w141.02130126953125w29.344755333095456w-1.157442253087929w1.9956180703931667
162w126.79901123046875w26.62560755587946w-2.158649016067783w4.032364941072821
163w130.92724609375w43.4508742167921w-0.6857225587484599w-0.11100835776311468
164w136.163818359375w27.631156730884907w-1.6263311007536454w2.7027815438389964
165w126.6534423828125w27.109981978269357w-2.1081187910270867w3.8473159281521716
166w125.7510986328125w44.619577893359676w-0.5407262553410642w-0.3859250221401411
167w133.61334228515625w29.60274274929486w-1.540709493932145w2.407457535276428
168w126.0810546875w27.399259592119677w-1.9372403116066703w3.3479843847774435
169w122.29443359375w46.364487809776264w-0.39514193329990527w-0.6565884797157531
170w132.35516357421875w30.004394785995647w-1.4085276959225475w1.9209703485316596
171w125.96478271484375w29.010801533307983w-1.5081731226899104w2.375853939881005
172w123.75115966796875w45.63951866840944w-0.5078458778899999w-0.5121608735617253
173w131.5869140625w30.373417343646988w-1.3023843328532003w1.56937003748452
174w125.62750244140625w29.630697741291463w-1.2368271973284142w1.9129490376613236
175w126.759765625w45.44285095875342w-0.6455497843333186w-0.33910598156509364
176w130.65228271484375w30.965092741361794w-1.223894417596724w1.3165132657430658
177w125.44061279296875w28.79974428860063w-0.9329025098772572w1.810163410790762
178w131.14019775390625w43.94143372837656w-0.867846067557588w0.06733635173121089
179w129.18988037109375w31.710445567102713w-1.1448428131527293w1.0900296600282666
180w128.217041015625w32.073410616395826w-0.3765648100343993w1.0846145199136115
181w133.26202392578125w37.53665618250412w-1.238822915602531w1.1733452497235448
182w127.56036376953125w32.42059051947455w-1.0668917859106344w0.8828053652390073
183w128.8260498046875w38.34218075433463w-0.40850789242773w0.4974989039550337
184w135.13116455078125w29.791305614461898w-1.7487549517188703w2.7131719117351847
185w125.64788818359375w33.001202875880594w-0.9924392240724434w0.6916340347285566
186w127.69024658203125w40.33877249047371w-0.37556523585118873w0.18031249013323558
187w137.90460205078125w26.363295912326375w-2.1210203193915835w4.377889059004561
188w123.566162109375w33.56315718720689w-0.9070231430129274w0.5160523593124484
189w128.41070556640625w41.04689002532349w-0.4544259690688788w0.1287044946021858
190w139.2982177734375w25.190324676367286w-2.322284512240201w5.5608249883412615
191w121.8697509765625w34.23935094569113w-0.8361620522671949w0.3596328685520809
192w129.11383056640625w41.998420738928985w-0.5483874635949282w0.06366812335524985
193w140.3214111328125w24.494565316075242w-2.4112910617017804w6.221249306260029
194w120.93218994140625w34.78891769898457w-0.8101924866330258w0.2795241925173966
195w128.65850830078125w42.6796452455953w-0.570426250595388w0.020288062365799053
196w141.29388427734375w23.73464409066967w-2.5101520275780773w6.896896058242795
197w120.8719482421875w35.05500717286197w-0.8150743654078211w0.3548192549823095
198w126.95654296875w42.67529639993209w-0.6008928023764761w0.010617064132493859
199w142.10540771484375w23.046716249461657w-2.6003652273136164w7.5437314739403245
200w120.6807861328125w35.13701480844235w-0.827977375403703w0.33340633266972164
201w125.0316162109375w43.053781809599165w-0.6773990799262471w-0.061654784780988514
202w143.12432861328125w22.491306373682367w-2.7776497695905302w8.701417515375363
203w120.17431640625w35.50514787157825w-0.8119099028581807w0.2480614610243932
204w124.2222900390625w43.76877814474952w-0.7574199007332694w-0.10818443022325974
205w144.26080322265625w21.698522805729834w-2.9932232477077645w10.26044208292891
206w119.944580078125w35.87384700109276w-0.8064962725100546w0.1786775391766171
207w125.96307373046875w41.70278382870965w-0.8947713035060927w0.21541945926489614
208w146.10986328125w18.797501015880496w-3.2889586597475775w13.263412436048327
209w119.92974853515625w36.26093163879594w-0.801644199488077w0.1543966739190008
210w128.2008056640625w38.932594224918695w-0.9985737067666083w0.6046740057170057
211w147.53607177734375w16.15976641274659w-3.3591855969763764w14.780629153543103
212w119.9339599609375w36.443913846030306w-0.783375993362854w0.15989380428576405
213w130.45562744140625w36.038662411015466w-1.0858926543944134w1.1435997950883432
214w148.9000244140625w13.550226320576389w-3.2861765171063855w16.314965342735423
215w118.84326171875w36.933156895363936w-0.730669967122312w-0.016431407591314784
216w132.068359375w34.121238145795466w-1.1565777410981428w1.6453832535651842
217w150.08355712890625w10.44548989702376w-2.1351607835928488w10.211402724283014
218w118.16925048828125w37.42001228867777w-0.7393538993073607w-0.07675391678251531
219w133.18359375w32.846993286366214w-1.2533784152588112w2.183933573038346
220w150.33673095703125w10.079375071187526w-1.7932098941815615w8.258464698982324
221w118.5966796875w37.50214452707452w-0.781855045771896w-0.05814780361562066
222w133.95458984375w32.27492666859727w-1.3752239323766624w2.6769544156337335
223w150.303466796875w10.490768645084653w-1.8484276337884864w8.062171114317366
224w119.43743896484375w37.30074931833664w-0.8298676214512695w0.022322916169889684
225w134.14117431640625w32.33537221670686w-1.4503269888460584w2.9205408197614715
226w150.1700439453125w10.988672169338328w-1.9796225571030561w8.272939735049547
227w120.22265625w36.87127500462029w-0.867208283982555w0.1319690793289996
228w134.05181884765625w32.92419698494716w-1.4779670313609679w2.8904356851383572
229w150.0447998046875w11.460637838945885w-2.1753192887824038w9.270840245289769
230w121.09759521484375w36.497224879014354w-0.9255718550587778w0.28347582490991385
231w133.57794189453125w33.30181425178693w-1.4768828400695662w2.8117110132181398
232w149.61761474609375w12.402813564350941w-2.295409925816134w9.11892073676039
233w122.3521728515625w35.93787151069453w-1.0341802163002105w0.5469029189536299
234w132.87353515625w33.50252729230805w-1.4899523237836685w2.746287905034277
235w148.85162353515625w14.183549039186346w-2.381422442385945w7.91571317717894
236w123.12359619140625w34.9839341207835w-1.143407565399707w0.8588725577574112
237w131.83526611328125w33.86911263634386w-1.504415229218793w2.569102804487525
238w148.24188232421875w15.623075078351576w-2.431485749768104w7.3502573287755215
239w123.3616943359375w34.74220385590849w-1.1761002688388835w0.9393330336261174
240w130.642822265625w34.290237840407414w-1.5154570875797702w2.296216584254718
241w147.77630615234375w16.563442465952434w-2.389924637273759w6.68771256409209
242w123.6024169921875w34.70584980605385w-1.154618649393949w0.9265856950164837
243w129.3502197265625w34.82153595647562w-1.515577807639233w1.9335309514265266
244w147.34710693359375w17.335931404534886w-2.3407143743698464w6.128344914432763
245w123.46844482421875w34.88254083533392w-1.1119878912839052w0.8798531685246949
246w128.18170166015625w35.49435502285593w-1.4889553240959505w1.6047699774502102
247w146.99957275390625w17.885197862207264w-2.263223114113784w5.522107959453512
248w122.9241943359375w35.42715668744528w-1.051688212889484w0.6907483175316544
249w127.2957763671875w36.143653805540126w-1.4536190908867976w1.338432731150673
250w146.8367919921875w18.165602372390467w-2.205089783640126w5.221706588226683
251w121.9451904296875w36.38473800312426w-0.9957180876670458w0.5118465894394095
252w126.7943115234375w36.57693583713262w-1.43598404479541w1.1987795868728033
253w146.754150390625w18.36853016525151w-2.1375080751969273w4.905873712729987
254w120.94818115234375w37.4882292505848w-0.9485819124689221w0.3019669462215524
255w126.53289794921875w36.74470861142452w-1.4289534297523132w1.152028768662983
256w146.61517333984375w18.57097073149412w-2.0868942481634027w4.635109207479534
257w120.37957763671875w38.20371127668156w-0.9243875108674716w0.22792233793766625
258w126.580322265625w36.618342770777886w-1.4185157009288265w1.1882032726661733
259w146.39630126953125w18.890254496424593w-2.0561474785030787w4.503636277994705
260w120.0413818359375w38.31864743918303w-0.8777302697621235w0.1703223005429475
261w127.85296630859375w36.63929671258156w-1.3855374899404198w1.4027201766802402
262w146.21978759765625w19.13135865262979w-2.0321134940250167w4.40843259102399
263w120.16986083984375w38.247711045083015w-0.8498717266530228w0.1556051569183774
264w130.11590576171875w38.238197294615894w-1.0709238494879845w1.510288096766605
265w146.06573486328125w19.357361727887636w-2.0149781152069175w4.304699144668657
266w120.30487060546875w38.20897841257766w-0.8199104574292172w0.11191098648864672
267w131.68695068359375w40.72282071922984w-0.7937135533898612w1.1969928403206826
268w145.90753173828125w19.522376161869328w-1.9897785009015903w4.1045468868536314
269w120.1597900390625w38.39075021552179w-0.7995961423296559w0.043228602403215355
270w132.70599365234375w42.17108851223479w-0.7315584716079211w0.891634948292999
271w145.7396240234375w19.683144766088684w-1.9727765810753062w4.031363346660047
272w120.0972900390625w38.54829282277771w-0.7934642083082559w-0.0048026595984214104
273w133.6822509765625w42.44550692744495w-0.7114761946490833w0.7822909816287873
274w145.55865478515625w19.794475384251644w-1.9386619822545177w3.83316670973471
275w120.38330078125w38.386450149672775w-0.8088885311028355w0.022673068507439442
276w135.4708251953125w43.23259838349609w-0.5216740836916315w0.5505291202871407
277w145.40338134765625w19.92642428917663w-1.899051092299791w3.6513305377187613
278w120.65576171875w38.16029416540276w-0.8245194415415104w0.06298884904401802
279w135.35174560546875w43.68800471632057w-0.38343946335199114w0.26670585347556175
280w145.2171630859375w20.086079990788143w-1.8551267829698823w3.4256102031601343
281w120.60009765625w37.96373671663613w-0.8383662969215864w0.09362049610442957
282w133.44342041015625w43.66423241763942w-0.17742268648886328w-0.052263900752687054
283w144.88665771484375w20.21943425972498w-1.8168794973057456w3.194131531659932
284w120.46075439453125w37.68051813512272w-0.8452388782535516w0.12802158305801914
285w131.8443603515625w43.82819882869579w-0.010027288796447908w-0.256667434825117
286w144.63214111328125w20.403692868908493w-1.771693218454349w2.9530630300815974
287w120.3138427734375w37.22166536587731w-0.8557653086841401w0.16872925933912164
288w130.2772216796875w44.33469947659468w0.12217869189951706w-0.4422566802348271
289w144.204345703125w20.799645987005665w-1.7224632868766874w2.667168675243525
290w120.44659423828125w36.92641809616243w-0.8691939016657554w0.21362600892424366
291w128.807373046875w45.27543334025589w0.1987527402543166w-0.5581406842572245
292w143.640380859375w21.239459470292825w-1.66634383705336w2.363796370491334
293w120.77154541015625w36.6323016765644w-0.9003772018718064w0.2748987933697631
294w128.55426025390625w45.59817608066479w0.2488160499056161w-0.5725607529768588
295w143.11859130859375w21.63720463960657w-1.6009992766851109w2.055002318197712
296w121.15386962890625w36.24492049956109w-0.938758036645135w0.37156646735412924
297w129.57958984375w46.04112196824131w0.2022899971659104w-0.6443766585109012
298w142.46209716796875w22.091410674375613w-1.5300567263731732w1.7253467713761341
299w121.6658935546875w36.057699172520216w-1.0036118302635226w0.5087117960668088
300w131.07965087890625w45.46419788269614w0.186147029249024w-0.6084951199010291
301w141.64715576171875w22.695206647589952w-1.436908663058572w1.311235557112901
302w122.55877685546875w35.667735456779354w-1.0882637926754912w0.6817056819764136
303w133.35931396484375w44.79215240928311w0.12790573179843506w-0.49579256165617736
304w141.000244140625w23.098791568996862w-1.3606189106786661w1.0162431512325818
305w123.19189453125w35.31406917755549w-1.1563199736985459w0.8226944216310206
306w134.43084716796875w44.06787397093505w0.0646523902213623w-0.33424876854957963
307w140.4345703125w23.56829820804431w-1.2835555815528357w0.7744100521937876
308w123.79962158203125w34.81145767069555w-1.2312327492937463w1.0123136324406237
309w134.77264404296875w43.121420223324584w-0.005705517453468w-0.05355166509355458
310w139.876220703125w24.039923070047777w-1.2128809613744764w0.5821539025968172
311w124.21807861328125w34.38892686932101w-1.3034713992538984w1.2145488266669235
312w132.5244140625w43.311944891081986w-0.2532850310386844w0.04096666477872635
313w139.43206787109375w24.457306141348923w-1.1493091892970737w0.4069584668850794
314w124.66107177734375w34.02645269635211w-1.3616848757057005w1.3767611237251143
315w130.39410400390625w40.32150615112222w-0.5680719375187249w0.14603406395698126
316w139.0364990234375w24.95646233185594w-1.0690510382518588w0.2417779634059838
317w125.07952880859375w33.73533159843947w-1.4197103765395036w1.5666833169892445
318w129.76678466796875w37.26468203466905w-0.7308350558182948w0.5764541386689874
319w138.66033935546875w25.625911611856214w-0.9744946563540262w0.09106989265715537
320w125.1409912109375w33.721471818693175w-1.4741824679163673w1.6733892745999737
321w129.18511962890625w34.195701496893555w-0.9261164654122445w0.9822848825787016
322w138.38592529296875w26.244565066510035w-0.8878405431535811w-0.010382033803198798
323w125.27978515625w33.61225439534927w-1.5180735421726494w1.7263677752220503
324w128.758056640625w33.3501516533865w-1.0881714589160234w1.384346002290187
325w137.7861328125w26.467406913473255w-0.874254562930995w-0.08444725073479242
326w125.8394775390625w32.9907955566754w-1.5513306291834217w1.8165344393484166
327w129.73468017578125w33.89998579785544w-1.2330760575170925w1.6413038677902505
328w136.2257080078125w26.68855156850868w-0.8299008215069603w-0.20509865072912925
329w126.43389892578125w32.63556414641505w-1.5947984955555703w1.930308306129921
330w131.2635498046875w34.163006735856364w-1.3712862688110823w1.944569704747256
331w135.07904052734375w27.746395397943502w-0.7314086863095264w-0.43893036530021323
332w127.19415283203125w32.18823144845966w-1.6653607110704738w2.185987282919126
333w130.8583984375w34.24604386999453w-1.4229420724251236w1.9331838440486186
334w135.32269287109375w28.546618251321416w-0.639501141825367w-0.42433185868660495
335w127.92987060546875w31.523835551170986w-1.7010727316919387w2.3897876896822905
336w130.1517333984375w33.72213835988421w-1.581644422384737w2.0975147678497668
337w135.39874267578125w29.614881429878928w-0.4730210973451912w-0.44979993229502213
338w128.57733154296875w31.07616076456628w-1.6763131212845803w2.3946304420238387
339w130.876953125w32.99021654873779w-1.7858980670337405w2.5421709231176695
340w134.3404541015625w31.739777474824w-0.45760251716194045w-0.3963186680374484
341w129.71185302734375w29.828665616248333w-1.7697188650032518w2.9666531278928345
342w133.2476806640625w31.783947321290093w-2.1009732613872356w3.6962272006324075
343w132.66973876953125w33.96598069395827w-0.5126737365688955w-0.345318250486899
344w130.275390625w28.692480989449397w-1.859922866185033w3.5294163668707994
345w135.82830810546875w30.70898786325772w-2.352921677051732w4.815621314690587
346w128.87939453125w36.3541231786236w-0.4913262053872298w-0.44932871411762765
347w131.24627685546875w27.33744414871799w-1.9674139910985295w4.474460939413715
348w136.71356201171875w29.83883211936272w-2.4112070620104435w5.223264981404066
349w124.43768310546875w39.719902530721704w-0.5243792903297916w-0.5022038364817281
350w133.99017333984375w23.5778419731965w-2.3312332242283564w7.066746477585099
351w137.57342529296875w28.90357576952545w-2.5204252798291527w5.8942527957313615
352w121.28851318359375w42.02790090531017w-0.5303901080439354w-0.5928231584701034
353w136.41351318359375w19.797524577075674w-2.442979030145102w8.95410307888364
354w137.9354248046875w28.860397122919462w-2.540640101741973w6.015423458422765
355w121.82501220703125w42.62315282719963w-0.6039849820675671w-0.5043808048845286
356w137.1837158203125w18.4394083810466w-2.438866460466893w9.007027131383765
357w136.4139404296875w30.440174160040556w-2.2670227365478377w4.561151001783452
358w123.37213134765625w42.300380982763066w-0.7245427896790314w-0.26724474550681654
359w137.5592041015625w17.880599483295896w-2.6788775551978046w10.76378190126323
360w133.87042236328125w32.83578609693809w-1.8956074538909273w2.790639275768528
361w123.7774658203125w42.36959962776129w-0.7975112726188801w-0.1392077675922727
362w137.82318115234375w17.711625788701756w-2.8253770116413532w11.710491773169926
363w131.21795654296875w35.741645438515704w-1.624816930012887w1.5876462533251732
364w123.47357177734375w42.48062601275921w-0.7815636415669985w-0.19540797757567052
365w137.74530029296875w17.760714163451723w-2.874003831012391w11.915181109715949
366w129.03912353515625w37.56454651455662w-1.4870266544463742w1.0364814351353888
367w123.8648681640625w42.083336268480494w-0.759125399534802w-0.21282003175281305
368w137.876953125w17.426025297161935w-2.9074868262677205w12.593430285773856
369w127.00860595703125w38.28049679025791w-1.3317501160074547w0.565636778011338
370w125.4227294921875w41.02582409932277w-0.7377780255076005w-0.24978154044183665
371w138.169921875w17.024279615035514w-3.078387857009343w13.94293459911514
372w126.42779541015625w37.25945216231897w-1.271489842145079w0.5529265026176144
373w125.282470703125w40.58819255567531w-0.6829190158023566w-0.30413553899691115
374w138.26910400390625w16.2462744788149w-3.2524694474692573w15.734367628665261
375w125.92535400390625w36.954343375991066w-1.237070785123816w0.5461612921288923
376w124.77825927734375w40.978713056410946w-0.6687489635143187w-0.332854976607448
377w138.01702880859375w16.14816916717723w-2.9611977441585497w14.105230353435111
378w125.80615234375w36.86062769911066w-1.1976727916194232w0.5330255333017022
379w123.22637939453125w42.30948903073029w-0.6873141081752197w-0.30410452409281197
380w137.47625732421875w17.363035166087474w-2.3633676331000397w10.388223745895216
381w126.81439208984375w36.14512799969336w-1.2607373508222386w0.8475624719276507
382w120.8663330078125w42.01932690808659w-0.6714782044567763w-0.32009636657597174
383w137.7186279296875w20.34721925237324w-1.5755625319073896w6.940853284947613
